url,title,date,claim,rating,site
https://www.bbc.co.uk/news/world-europe-68526111,Russian student jailed for pro-Ukraine wi-fi name,2024-03-09 23:57:38+00:00,A student has been sentenced to 10 days in jail in Moscow after renaming his wi-fi network with a pro-Kyiv slogan.,True,bbc
https://www.bbc.co.uk/news/blogs-the-papers-68526001,Newspaper headlines: Gove warns of extremism and Johnson in trip to Venezuela,2024-03-10 00:27:04+00:00,"that Boris Johnson flew to Venezuela last month for what it describes as ""secret talks"" with its autocratic leader about the war in Ukraine.",True,bbc
https://www.bbc.co.uk/news/world-europe-68528217,Ukraine criticises Pope's 'white flag' comment,2024-03-10 19:23:22+00:00,"Ukraine has strongly rejected a call by Pope Francis for Kyiv to negotiate an end to its war with Russia and have ""the courage to raise the white flag"".",True,bbc
https://www.bbc.co.uk/news/world-europe-68535762,Sweden and Finland join Nato's biggest military exercise in decades,2024-03-11 17:21:28+00:00,There was a time when Nato would do its best to avoid direct mention of Russia when conducting its military manoeuvres. Not least for fear of provocation. But Russia's full scale invasion of Ukraine has changed all that.,True,bbc
https://www.bbc.co.uk/news/world-europe-68533351,Trump will not give a penny to Ukraine - Hungary PM Orban,2024-03-11 11:17:42+00:00,"Donald Trump will not fund Ukraine's fight against Russia's invasion if he is elected US president again, Hungarian PM Viktor Orban has said.",True,bbc
https://www.bbc.co.uk/news/world-europe-68435163,Putin warns West against sending troops to Ukraine,2024-02-29 13:50:57+00:00,Russian President Vladimir Putin has warned Western countries against sending troops to Ukraine.,True,bbc
https://www.bbc.co.uk/news/world-europe-68457087,Russia publishes German army meeting on Ukraine,2024-03-02 14:21:57+00:00,Germany has admitted the apparent hack by Russia of a military meeting where officers discussed giving Ukraine long-range missiles - and possible targets.,True,bbc
https://www.bbc.co.uk/news/blogs-the-papers-68464778,Newspaper headlines: Hunt looks for £9bn and German leaks on Ukraine,2024-03-04 01:24:15+00:00,Expectations for Wednesday's Budget continue to lead many of the papers.,True,bbc
https://www.bbc.co.uk/news/world-europe-68461545,Ukraine war: Russia says it intercepts 38 Ukrainian drones attacking Crimea,2024-03-03 10:20:42+00:00,"A series of explosions have rocked Crimea, after a reported Ukrainian drone attack on the peninsula which was illegally annexed by Russia in 2014.",True,bbc
https://www.bbc.co.uk/news/world-europe-68467329,Ukraine war: Germany under pressure to explain intercepted phone call,2024-03-04 11:39:47+00:00,Germany is scrambling to explain how an audio of air force officials apparently discussing giving Ukraine long-range missiles was leaked by Russian sources.,True,bbc
https://www.bbc.co.uk/news/entertainment-arts-68430049,The Ukrainian teenagers who returned to a war zone for their school prom,2024-03-04 00:42:31+00:00,"Sofiia, Yuliia and Aliesia, three school friends from Mykolaiv in Ukraine, were 16 years old when war broke out. They were regular teenagers looking forward to sleepovers and trips to the beach near their home city.",True,bbc
https://www.bbc.co.uk/news/world-europe-68477318,Ukraine war: Kyiv says seven dead as drone attack sinks Russian ship,2024-03-05 08:40:04+00:00,Ukrainian intelligence says seven people have been killed and six more injured after a Russian patrol ship was hit and sunk in a sea drone attack.,True,bbc
https://www.bbc.co.uk/news/world-europe-68417223,Nato allies reject Emmanuel Macron idea of troops to Ukraine,2024-02-27 17:34:39+00:00,"Several Nato countries, including the US, Germany and the UK, have ruled out deploying ground troops to Ukraine, after French President Emmanuel Macron said ""nothing should be excluded"".",True,bbc
https://www.bbc.co.uk/news/world-europe-68410219,Macron says Russian defeat in Ukraine vital for security in Europe,2024-02-27 05:19:42+00:00,"French President Emmanuel Macron has said it is key for Europe's security to defeat Russia in Ukraine, amid urgent pleas for more weapons from Kyiv.",True,bbc
https://www.bbc.co.uk/news/blogs-the-papers-68420345,Newspaper headlines: 'Day of royal tragedy and drama' and '£16 packs of cigs',2024-02-28 01:47:10+00:00,with the UK's rejection of a proposal by the French President - Emmanuel Macron - to send NATO troops to Ukraine.,True,bbc
https://www.bbc.co.uk/news/uk-wales-68369946,Ukraine war: Welsh miners in country to repay 1984 help,2024-02-25 21:51:47+00:00,"When Ukrainian miner Vasyl Yavorsky donated his own wages to striking Welsh miners in 1984, he never thought that help would one day be returned.",True,bbc
https://www.bbc.co.uk/news/world-europe-68397525,"Ukraine war: Zelensky says 31,000 troops killed since Russia's full-scale invasion",2024-02-25 15:10:05+00:00,"Volodymyr Zelensky says 31,000 Ukrainian soldiers have been killed during Russia's full-scale invasion.",True,bbc
https://www.bbc.co.uk/news/world-europe-67903652,"Ukraine-Russia war: missiles kill 11, including children, Ukrainian official says",2024-01-06 17:10:44+00:00,"A Russian missile strike has killed 11 people, including five children, in eastern Ukraine, a local official says.",True,bbc
